source,target,relationship
audilargedoors,audilargedoors23,has_description
audilargediffusor,audilargediffusor20,has_description
audilargegrille,audilargegrille153,has_description
audilargegrille,audilargegrille154,has_description
audilargeheadlights,audilargeheadlights94,has_description
audilargeheadlights,audilargeheadlights95,has_description
audilargeheadlights,audilargeheadlights96,has_description
audilargebumper,audilargebumper78,has_description
audilargewheel,audilargewheel46,has_description
audilargedoors,audilargedoors24,has_description
audilargeroof,audilargeroof46,has_description
audilargediffusor,audilargediffusor21,has_description
audilargediffusor,audilargediffusor22,has_description
audilargeexhaust,audilargeexhaust48,has_description
audilargeexhaust,audilargeexhaust49,has_description
bentleylargehood,bentleylargehood27,has_description
bentleylargeheadlights,bentleylargeheadlights97,has_description
bentleylargewheel,bentleylargewheel47,has_description
bentleylargewheel,bentleylargewheel48,has_description
bentleylargedoors,bentleylargedoors25,has_description
bentleylargeroof,bentleylargeroof47,has_description
bentleylargespoiler,bentleylargespoiler32,has_description
bentleylargegrille,bentleylargegrille155,has_description
bentleylargegrille,bentleylargegrille156,has_description
bentleylargegrille,bentleylargegrille157,has_description
bentleylargeheadlights,bentleylargeheadlights98,has_description
bentleylargebumper,bentleylargebumper79,has_description
bentleylargebumper,bentleylargebumper80,has_description
bentleylargewheel,bentleylargewheel49,has_description
bentleylargewheel,bentleylargewheel50,has_description
bentleylargedoors,bentleylargedoors26,has_description
bentleylargeexhaust,bentleylargeexhaust50,has_description
bentleymediumgrille,bentleymediumgrille158,has_description
bentleymediumheadlights,bentleymediumheadlights99,has_description
bentleymediumheadlights,bentleymediumheadlights100,has_description
bentleymediumheadlights,bentleymediumheadlights101,has_description
bentleymediumwheel,bentleymediumwheel51,has_description
bentleymediumgrille,bentleymediumgrille159,has_description
bentleymediumgrille,bentleymediumgrille160,has_description
bentleymediumwheel,bentleymediumwheel52,has_description
bentleylargewindshield,bentleylargewindshield34,has_description
bentleylargewindshield,bentleylargewindshield35,has_description
bentleylargegrille,bentleylargegrille161,has_description
bentleylargegrille,bentleylargegrille162,has_description
bentleylargehood,bentleylargehood28,has_description
bentleylargehood,bentleylargehood29,has_description
bentleylargeheadlights,bentleylargeheadlights102,has_description
bentleylargeheadlights,bentleylargeheadlights103,has_description
bentleylargebumper,bentleylargebumper81,has_description
bentleylargebumper,bentleylargebumper82,has_description
bentleylargewheel,bentleylargewheel53,has_description
bentleylargewheel,bentleylargewheel54,has_description
bentleylargedoors,bentleylargedoors27,has_description
bentleylargedoors,bentleylargedoors28,has_description
bentleylargeroof,bentleylargeroof48,has_description
bentleylargeroof,bentleylargeroof49,has_description
bentleylargediffusor,bentleylargediffusor23,has_description
bentleylargediffusor,bentleylargediffusor24,has_description
bentleylargespoiler,bentleylargespoiler33,has_description
bentleylargespoiler,bentleylargespoiler34,has_description
bentleylargeexhaust,bentleylargeexhaust51,has_description
bentleylargeexhaust,bentleylargeexhaust52,has_description
bentleymediumgrille,bentleymediumgrille163,has_description
bentleymediumgrille,bentleymediumgrille164,has_description
bentleymediumhood,bentleymediumhood30,has_description
bentleymediumheadlights,bentleymediumheadlights104,has_description
bentleymediumwheel,bentleymediumwheel55,has_description
bentleymediumdoors,bentleymediumdoors29,has_description
bentleymediumroof,bentleymediumroof50,has_description
bentleymediumwindshield,bentleymediumwindshield36,has_description
bentleymediumgrille,bentleymediumgrille165,has_description
bentleymediumgrille,bentleymediumgrille166,has_description
bentleymediumhood,bentleymediumhood31,has_description
bentleymediumhood,bentleymediumhood32,has_description
bentleymediumheadlights,bentleymediumheadlights105,has_description
bentleymediumbumper,bentleymediumbumper83,has_description
bentleymediumbumper,bentleymediumbumper84,has_description
bentleymediumdoors,bentleymediumdoors30,has_description
bentleymediumroof,bentleymediumroof51,has_description
bentleymediumexhaust,bentleymediumexhaust53,has_description
bmwlargegrille,bmwlargegrille167,has_description
bmwlargegrille,bmwlargegrille168,has_description
bmwlargegrille,bmwlargegrille169,has_description
bmwlargeheadlights,bmwlargeheadlights106,has_description
bmwlargeheadlights,bmwlargeheadlights107,has_description
bmwlargebumper,bmwlargebumper85,has_description
bmwlargebumper,bmwlargebumper86,has_description
bmwlargegrille,bmwlargegrille170,has_description
bmwlargegrille,bmwlargegrille171,has_description
bmwlargegrille,bmwlargegrille172,has_description
bmwlargeheadlights,bmwlargeheadlights108,has_description
bmwlargeheadlights,bmwlargeheadlights109,has_description
bmwlargebumper,bmwlargebumper87,has_description
bmwlargebumper,bmwlargebumper88,has_description
bmwlargebumper,bmwlargebumper89,has_description
bmwlargeroof,bmwlargeroof52,has_description
bmwlargegrille,bmwlargegrille173,has_description
bmwlargegrille,bmwlargegrille174,has_description
bmwlargegrille,bmwlargegrille175,has_description
bmwlargeheadlights,bmwlargeheadlights110,has_description
bmwlargeheadlights,bmwlargeheadlights111,has_description
bmwlargeheadlights,bmwlargeheadlights112,has_description
bmwlargeheadlights,bmwlargeheadlights113,has_description
bmwlargebumper,bmwlargebumper90,has_description
bmwlargegrille,bmwlargegrille176,has_description
bmwlargegrille,bmwlargegrille177,has_description
bmwlargegrille,bmwlargegrille178,has_description
bmwlargegrille,bmwlargegrille179,has_description
bmwlargeheadlights,bmwlargeheadlights114,has_description
bmwlargeheadlights,bmwlargeheadlights115,has_description
bmwlargeheadlights,bmwlargeheadlights116,has_description
bmwlargebumper,bmwlargebumper91,has_description
bmwlargebumper,bmwlargebumper92,has_description
bmwlargewindshield,bmwlargewindshield37,has_description
bmwlargegrille,bmwlargegrille180,has_description
bmwlargegrille,bmwlargegrille181,has_description
bmwlargeheadlights,bmwlargeheadlights117,has_description
bmwlargebumper,bmwlargebumper93,has_description
bmwlargebumper,bmwlargebumper94,has_description
bmwlargebumper,bmwlargebumper95,has_description
bmwlargedoors,bmwlargedoors31,has_description
bmwlargedoors,bmwlargedoors32,has_description
bmwlargeexhaust,bmwlargeexhaust54,has_description
bmwmediumgrille,bmwmediumgrille182,has_description
bmwmediumgrille,bmwmediumgrille183,has_description
bmwmediumbumper,bmwmediumbumper96,has_description
bmwmediumbumper,bmwmediumbumper97,has_description
bmwmediumbumper,bmwmediumbumper98,has_description
bmwmediumbumper,bmwmediumbumper99,has_description
bmwmediumspoiler,bmwmediumspoiler35,has_description
bmwmediumexhaust,bmwmediumexhaust55,has_description
bmwlargegrille,bmwlargegrille184,has_description
bmwlargegrille,bmwlargegrille185,has_description
bmwlargeheadlights,bmwlargeheadlights118,has_description
bmwlargeheadlights,bmwlargeheadlights119,has_description
bmwlargeheadlights,bmwlargeheadlights120,has_description
bmwlargegrille,bmwlargegrille186,has_description
bmwlargegrille,bmwlargegrille187,has_description
bmwlargegrille,bmwlargegrille188,has_description
bmwlargeheadlights,bmwlargeheadlights121,has_description
bmwlargeheadlights,bmwlargeheadlights122,has_description
bmwlargebumper,bmwlargebumper100,has_description
bmwlargegrille,bmwlargegrille189,has_description
bmwlargeheadlights,bmwlargeheadlights123,has_description
bmwlargeheadlights,bmwlargeheadlights124,has_description
bmwlargebumper,bmwlargebumper101,has_description
bmwlargeroof,bmwlargeroof53,has_description
bmwlargediffusor,bmwlargediffusor25,has_description
bmwlargespoiler,bmwlargespoiler36,has_description
bmwmediumgrille,bmwmediumgrille190,has_description
bmwmediumgrille,bmwmediumgrille191,has_description
bmwmediumheadlights,bmwmediumheadlights125,has_description
bmwmediumheadlights,bmwmediumheadlights126,has_description
bmwmediumwindshield,bmwmediumwindshield38,has_description
bmwmediumgrille,bmwmediumgrille192,has_description
bmwmediumhood,bmwmediumhood33,has_description
bmwmediumbumper,bmwmediumbumper102,has_description
bmwmediumbumper,bmwmediumbumper103,has_description
bmwmediumroof,bmwmediumroof54,has_description
bmwmediumroof,bmwmediumroof55,has_description
bmwmediumexhaust,bmwmediumexhaust56,has_description
bmwmediumexhaust,bmwmediumexhaust57,has_description
bmwmediumwindshield,bmwmediumwindshield39,has_description
bmwmediumgrille,bmwmediumgrille193,has_description
bmwmediumhood,bmwmediumhood34,has_description
bmwmediumbumper,bmwmediumbumper104,has_description
bmwmediumbumper,bmwmediumbumper105,has_description
bmwmediumdoors,bmwmediumdoors33,has_description
bmwmediumroof,bmwmediumroof56,has_description
bmwmediumroof,bmwmediumroof57,has_description
bmwmediumroof,bmwmediumroof58,has_description
bmwmediumexhaust,bmwmediumexhaust58,has_description
bmwmediumexhaust,bmwmediumexhaust59,has_description
bmwmediumwindshield,bmwmediumwindshield40,has_description
bmwmediumwindshield,bmwmediumwindshield41,has_description
bmwmediumgrille,bmwmediumgrille194,has_description
bmwmediumgrille,bmwmediumgrille195,has_description
bmwmediumgrille,bmwmediumgrille196,has_description
bmwmediumheadlights,bmwmediumheadlights127,has_description
bmwmediumbumper,bmwmediumbumper106,has_description
bmwmediumbumper,bmwmediumbumper107,has_description
bmwmediumwheel,bmwmediumwheel56,has_description
bmwmediumdoors,bmwmediumdoors34,has_description
bmwmediumroof,bmwmediumroof59,has_description
bmwmediumexhaust,bmwmediumexhaust60,has_description
bmwmediumhood,bmwmediumhood35,has_description
bmwmediumbumper,bmwmediumbumper108,has_description
bmwmediumbumper,bmwmediumbumper109,has_description
bmwmediumbumper,bmwmediumbumper110,has_description
bmwmediumwheel,bmwmediumwheel57,has_description
bmwlargegrille,bmwlargegrille197,has_description
bmwlargeheadlights,bmwlargeheadlights128,has_description
bmwlargeheadlights,bmwlargeheadlights129,has_description
bmwmediumwindshield,bmwmediumwindshield42,has_description
bmwmediumgrille,bmwmediumgrille198,has_description
bmwmediumgrille,bmwmediumgrille199,has_description
bmwmediumdoors,bmwmediumdoors35,has_description
bmwmediumroof,bmwmediumroof60,has_description
bmwmediumroof,bmwmediumroof61,has_description
bmwmediumgrille,bmwmediumgrille200,has_description
bmwmediumgrille,bmwmediumgrille201,has_description
bmwmediumgrille,bmwmediumgrille202,has_description
bmwmediumgrille,bmwmediumgrille203,has_description
bmwmediumheadlights,bmwmediumheadlights130,has_description
bmwmediumheadlights,bmwmediumheadlights131,has_description
bmwmediumheadlights,bmwmediumheadlights132,has_description
bmwmediumdoors,bmwmediumdoors36,has_description
bmwmediumroof,bmwmediumroof62,has_description
bmwmediumgrille,bmwmediumgrille204,has_description
bmwmediumgrille,bmwmediumgrille205,has_description
bmwmediumheadlights,bmwmediumheadlights133,has_description
bmwmediumheadlights,bmwmediumheadlights134,has_description
bmwmediumheadlights,bmwmediumheadlights135,has_description
bmwmediumbumper,bmwmediumbumper111,has_description
bmwmediumdoors,bmwmediumdoors37,has_description
bmwlargegrille,bmwlargegrille206,has_description
bmwlargegrille,bmwlargegrille207,has_description
bmwlargeheadlights,bmwlargeheadlights136,has_description
